,destination,lines,origin,route,transfers,transferstations
9b21f5be-7e25-11e9-a87a-7831c1d08f6a,Spaklerweg,"['tram12', 'metro54']",Leidseplein,"['Leidseplein', 'Rijksmuseum', 'Van Baerlestraat', 'Museumplein', 'Roelof Hartplein', 'De Pijp', 'Cornelis Troostplein', 'Scheldestraat', 'Maasstraat', 'Waalstraat', 'Victorieplein', 'Amsteldijk', 'Amstelstation', 'Spaklerweg']",1,['Amstelstation']
9b268fac-7e25-11e9-9029-7831c1d08f6a,Jan v.Galenstraat,"['metro54', 'metro51']",Station Duivendrecht,"['Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat']",1,['Spaklerweg']
9b27ae28-7e25-11e9-b146-7831c1d08f6a,Station Zuid,['metro52'],Noorderpark,"['Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']",0,[]
9b290246-7e25-11e9-96a3-7831c1d08f6a,Spaklerweg,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg']",0,[]
9b2b0cf8-7e25-11e9-9b6f-7831c1d08f6a,Station Bijlmer ArenA,"['tram12', 'metro54']",De Pijp,"['De Pijp', 'Cornelis Troostplein', 'Scheldestraat', 'Maasstraat', 'Waalstraat', 'Victorieplein', 'Amsteldijk', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Amstelstation']
9b2c0ec8-7e25-11e9-bd88-7831c1d08f6a,Centraal Station,"['metro53', 'metro54']",Kraaienneststation,"['Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",1,['Van der Madeweg']
9b2e654c-7e25-11e9-a78e-7831c1d08f6a,Station RAI,"['metro54', 'metro51']",Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI']",1,['Spaklerweg']
9b2ff274-7e25-11e9-bf60-7831c1d08f6a,Vijzelgracht,"['metro54', 'metro52']",Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Rokin', 'Vijzelgracht']",1,['Centraal Station']
9b30d174-7e25-11e9-91ce-7831c1d08f6a,Rokin,"['metro51', 'metro52']",Henk Sneevlietweg,"['Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']",1,['Station Zuid']
9b31d40c-7e25-11e9-a080-7831c1d08f6a,Centraal Station,['metro54'],Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
9b31e328-7e25-11e9-9aea-7831c1d08f6a,Station Bijlmer ArenA,['metro54'],Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA']",0,[]
9b3456a8-7e25-11e9-8af7-7831c1d08f6a,Weesperplein,"['metro52', 'metro54']",Noorderpark,"['Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein']",1,['Centraal Station']
9b36c0ac-7e25-11e9-bf14-7831c1d08f6a,Weesperplein,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein']",1,['Centraal Station']
9b383540-7e25-11e9-98e1-7831c1d08f6a,Amstelstation,['metro54'],Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation']",0,[]
9b3d2bf4-7e25-11e9-b278-7831c1d08f6a,Rokin,"['metro54', 'metro52']",Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Rokin']",1,['Centraal Station']
9b3efb64-7e25-11e9-97e3-7831c1d08f6a,Weesperplein,['metro54'],Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein']",0,[]
9b3ff118-7e25-11e9-a745-7831c1d08f6a,Centraal Station,['metro54'],Station Duivendrecht,"['Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
9b40be9a-7e25-11e9-9ecc-7831c1d08f6a,Vijzelgracht,['metro52'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht']",0,[]
9b41bc0a-7e25-11e9-8484-7831c1d08f6a,Station Zuid,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']",0,[]
9b431a8c-7e25-11e9-b54a-7831c1d08f6a,Centraal Station,['metro54'],Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
9b443750-7e25-11e9-beeb-7831c1d08f6a,Station RAI,"['metro52', 'metro51']",De Pijp,"['De Pijp', 'Europaplein', 'Station Zuid', 'Station RAI']",1,['Station Zuid']
9b46c088-7e25-11e9-804e-7831c1d08f6a,Nieuwmarkt,['metro54'],Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt']",0,[]
9b47cdb6-7e25-11e9-adca-7831c1d08f6a,Station RAI,"['metro52', 'metro51']",De Pijp,"['De Pijp', 'Europaplein', 'Station Zuid', 'Station RAI']",1,['Station Zuid']
9b4986d8-7e25-11e9-afe0-7831c1d08f6a,Museumplein,['tram12'],Amstelstation,"['Amstelstation', 'Amsteldijk', 'Victorieplein', 'Waalstraat', 'Maasstraat', 'Scheldestraat', 'Cornelis Troostplein', 'De Pijp', 'Roelof Hartplein', 'Museumplein']",0,[]
9b4cb9d4-7e25-11e9-9f9a-7831c1d08f6a,Noord,['metro52'],Centraal Station,"['Centraal Station', 'Noorderpark', 'Noord']",0,[]
9b4d80ba-7e25-11e9-a0c6-7831c1d08f6a,Dam,"['metro54', 'tram24']",Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Dam']",1,['Centraal Station']
9b4ef4ec-7e25-11e9-9f50-7831c1d08f6a,Amstelveenseweg,"['metro52', 'metro51']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg']",1,['Station Zuid']
9b4fbd28-7e25-11e9-9e09-7831c1d08f6a,Centraal Station,['metro54'],Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
9b509428-7e25-11e9-925a-7831c1d08f6a,Dam,"['metro51', 'metro52', 'tram24']",Postjesweg,"['Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Dam']",2,"['Station Zuid', 'Rokin']"
9b51e990-7e25-11e9-8f93-7831c1d08f6a,Amstelstation,['metro54'],Spaklerweg,"['Spaklerweg', 'Amstelstation']",0,[]
9b52c3d8-7e25-11e9-9d8d-7831c1d08f6a,Rokin,"['metro51', 'metro52']",Postjesweg,"['Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']",1,['Station Zuid']
9b566218-7e25-11e9-8f10-7831c1d08f6a,Bullewijk,"['metro51', 'metro54']",Heemstedestraat,"['Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']",1,['Spaklerweg']
9b58621e-7e25-11e9-a850-7831c1d08f6a,Station Duivendrecht,"['tram12', 'metro54']",De Pijp,"['De Pijp', 'Cornelis Troostplein', 'Scheldestraat', 'Maasstraat', 'Waalstraat', 'Victorieplein', 'Amsteldijk', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht']",1,['Amstelstation']
9b59540a-7e25-11e9-ac23-7831c1d08f6a,Station Zuid,['metro52'],Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']",0,[]
9b5abeb4-7e25-11e9-9d0c-7831c1d08f6a,Spaklerweg,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg']",0,[]
9b5da258-7e25-11e9-a42c-7831c1d08f6a,Station Bijlmer ArenA,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",0,[]
9b5e9abe-7e25-11e9-a3db-7831c1d08f6a,Centraal Station,['metro54'],Station Duivendrecht,"['Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
9b5f7312-7e25-11e9-a158-7831c1d08f6a,Centraal Station,['metro54'],Waterlooplein,"['Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
9b62505a-7e25-11e9-a433-7831c1d08f6a,Henk Sneevlietweg,"['metro52', 'metro51']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg']",1,['Station Zuid']
9b64030a-7e25-11e9-925d-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
9b64a5ee-7e25-11e9-a809-7831c1d08f6a,Rokin,['metro52'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']",0,[]
9b65b3e4-7e25-11e9-bc65-7831c1d08f6a,Centraal Station,['metro54'],Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
9b6742ae-7e25-11e9-9c69-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Strandvliet,"['Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
9b691d54-7e25-11e9-a963-7831c1d08f6a,Wibautstraat,"['metro51', 'metro54']",Station Lelylaan,"['Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation', 'Wibautstraat']",1,['Spaklerweg']
9b6d4118-7e25-11e9-a779-7831c1d08f6a,Station Holendrecht,['metro54'],Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht']",0,[]
9b70a41e-7e25-11e9-a48a-7831c1d08f6a,Station Holendrecht,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht']",0,[]
9b746114-7e25-11e9-bf9b-7831c1d08f6a,Station Duivendrecht,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht']",1,['Spaklerweg']
9b76353e-7e25-11e9-a3c0-7831c1d08f6a,Europaplein,"['tram12', 'metro52']",Amstelstation,"['Amstelstation', 'Amsteldijk', 'Victorieplein', 'Waalstraat', 'Maasstraat', 'Scheldestraat', 'Cornelis Troostplein', 'De Pijp', 'Europaplein']",1,['De Pijp']
9b785800-7e25-11e9-86cb-7831c1d08f6a,Weesperplein,['metro54'],Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein']",0,[]
9b7866cc-7e25-11e9-a9ef-7831c1d08f6a,Bullewijk,['metro54'],Station Holendrecht,"['Station Holendrecht', 'Bullewijk']",0,[]
9b79cac8-7e25-11e9-bb98-7831c1d08f6a,Amstelstation,['metro54'],Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation']",0,[]
9b7ab1b8-7e25-11e9-b37d-7831c1d08f6a,Vijzelgracht,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht']",0,[]
9b7d9522-7e25-11e9-9dd1-7831c1d08f6a,Station Zuid,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']",0,[]
9b7e4238-7e25-11e9-9df6-7831c1d08f6a,Amstelstation,"['metro51', 'metro54']",Overamstel,"['Overamstel', 'Spaklerweg', 'Amstelstation']",1,['Spaklerweg']
9b81e78a-7e25-11e9-91a3-7831c1d08f6a,Henk Sneevlietweg,"['metro54', 'metro51']",Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg']",1,['Spaklerweg']
9b8297f4-7e25-11e9-a0a7-7831c1d08f6a,Centraal Station,['metro52'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",0,[]
9b868948-7e25-11e9-8246-7831c1d08f6a,Station Bijlmer ArenA,"['metro52', 'metro51', 'metro54']",Europaplein,"['Europaplein', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",2,"['Station Zuid', 'Spaklerweg']"
9b898800-7e25-11e9-8fdf-7831c1d08f6a,Station Bijlmer ArenA,"['metro51', 'metro54']",Station Zuid,"['Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Spaklerweg']
9b8b7926-7e25-11e9-8078-7831c1d08f6a,Wibautstraat,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation', 'Wibautstraat']",1,['Spaklerweg']
9b8f2152-7e25-11e9-9cd2-7831c1d08f6a,Station Bijlmer ArenA,"['metro53', 'metro54']",Verrijn Stuartweg,"['Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Van der Madeweg']
9b92468c-7e25-11e9-8ac4-7831c1d08f6a,Reigersbos,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht', 'Reigersbos']",1,['Centraal Station']
9b96b668-7e25-11e9-8e7c-7831c1d08f6a,Station Sloterdijk,"['metro54', 'metro51']",Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk']",1,['Spaklerweg']
9b9801e6-7e25-11e9-9a1b-7831c1d08f6a,Spaklerweg,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg']",0,[]
9b9c1c4a-7e25-11e9-b21b-7831c1d08f6a,Station Bijlmer ArenA,['metro54'],Station Duivendrecht,"['Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",0,[]
9b9c2e74-7e25-11e9-bdeb-7831c1d08f6a,Station Bijlmer ArenA,['metro54'],Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA']",0,[]
9ba03bd8-7e25-11e9-bb79-7831c1d08f6a,Station Sloterdijk,"['metro53', 'metro50', 'metro51']",Kraaienneststation,"['Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk']",2,"['Van der Madeweg', 'Overamstel']"
9ba28f58-7e25-11e9-b909-7831c1d08f6a,Station RAI,"['metro54', 'metro51']",Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI']",1,['Spaklerweg']
9ba60b06-7e25-11e9-b1cc-7831c1d08f6a,Henk Sneevlietweg,"['metro53', 'metro50', 'metro51']",Station Diemen-Zuid,"['Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg']",2,"['Van der Madeweg', 'Overamstel']"
9baa11c6-7e25-11e9-83a0-7831c1d08f6a,Station Sloterdijk,"['metro54', 'metro51']",Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk']",1,['Spaklerweg']
9badff34-7e25-11e9-93d6-7831c1d08f6a,Verrijn Stuartweg,"['metro54', 'metro53']",Wibautstraat,"['Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Venserpolder', 'Station Diemen-Zuid', 'Verrijn Stuartweg']",1,['Van der Madeweg']
9baf063e-7e25-11e9-b646-7831c1d08f6a,Centraal Station,['metro54'],Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
9bb369e2-7e25-11e9-a28a-7831c1d08f6a,Strandvliet,"['metro53', 'metro54']",Station Diemen-Zuid,"['Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet']",1,['Van der Madeweg']
9bb76d42-7e25-11e9-81d8-7831c1d08f6a,Station Lelylaan,"['metro54', 'metro51']",Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan']",1,['Spaklerweg']
9bb84dca-7e25-11e9-aaa1-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
9bb97e7a-7e25-11e9-9fc4-7831c1d08f6a,Spaklerweg,['metro51'],Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg']",0,[]
9bba453a-7e25-11e9-a35c-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Amstelstation,"['Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
9bbbc5fe-7e25-11e9-831b-7831c1d08f6a,Amstelstation,['metro54'],Strandvliet,"['Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation']",0,[]
9bbbdff8-7e25-11e9-ac02-7831c1d08f6a,Centraal Station,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station']",0,[]
9bbf0638-7e25-11e9-809d-7831c1d08f6a,Station Lelylaan,['metro51'],Spaklerweg,"['Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan']",0,[]
9bc072d4-7e25-11e9-8701-7831c1d08f6a,Amstelveenseweg,"['metro52', 'metro51']",Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg']",1,['Station Zuid']
9bc1756c-7e25-11e9-96cf-7831c1d08f6a,Centraal Station,['metro54'],Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
9bc3beb4-7e25-11e9-b74c-7831c1d08f6a,Weesperplein,['metro54'],Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein']",0,[]
9bc48482-7e25-11e9-a882-7831c1d08f6a,Rokin,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin']",0,[]
9bc5a3da-7e25-11e9-8e79-7831c1d08f6a,Overamstel,"['metro52', 'metro51']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Station RAI', 'Overamstel']",1,['Station Zuid']
9bc83958-7e25-11e9-8dea-7831c1d08f6a,Wibautstraat,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat']",1,['Centraal Station']
9bcbba06-7e25-11e9-b67e-7831c1d08f6a,Noord,"['metro51', 'metro52']",Jan v.Galenstraat,"['Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Noorderpark', 'Noord']",1,['Station Zuid']
9bce1ce8-7e25-11e9-8e67-7831c1d08f6a,Weesperplein,['metro54'],Waterlooplein,"['Waterlooplein', 'Weesperplein']",0,[]
9bcf19a6-7e25-11e9-a038-7831c1d08f6a,Rokin,"['metro54', 'metro52']",Station Duivendrecht,"['Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Rokin']",1,['Centraal Station']
9bcfee62-7e25-11e9-adff-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Henk Sneevlietweg,"['Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
9bd5cfee-7e25-11e9-9447-7831c1d08f6a,Bullewijk,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']",0,[]
